x,y,z
-167.548048851,57.6421236087,-65.741
-167.5480153745,57.6421251927,-65.8027
-167.5479872113,57.6421265107,-65.9946
-167.5479543751,57.6421280697,-66.0126
-167.5479200873,57.6421297075,-65.9418
-167.5478875325,57.6421312601,-65.8992
-167.5478610994,57.642132501,-66.0576
-167.5478369135,57.6421336314,-66.254
-167.5478109471,57.6421348542,-66.3804
-167.5477816926,57.6421362501,-66.3474
-167.5477584499,57.6421373382,-66.5311
-167.5477339863,57.6421384946,-66.6184
-167.5477072843,57.6421397677,-66.6078
-167.5476809045,57.6421410271,-66.5824
-167.5476581413,57.6421421018,-66.6879
-167.5476387669,57.6421430028,-66.924
-167.5476233278,57.6421437031,-67.3011
-167.5476092454,57.6421443322,-67.7528
-167.5475943238,57.6421450068,-68.1551
-167.5475765398,57.6421458327,-68.4076
-167.5475556928,57.6421468231,-68.4707
-167.5475317843,57.6421479742,-68.3817
-167.5475137165,57.6421488216,-68.5645
-167.5474664432,57.6421512031,-67.2127
-167.5474735394,57.6421507349,-68.6664
-167.5474492083,57.6421519199,-68.4361
-167.5474275011,57.6421529674,-68.3428
-167.5474049889,57.6421540595,-68.1802
-167.5473863774,57.6421549485,-68.212
-167.547363925,57.6421560439,-67.9818
-167.5473433819,57.6421570388,-67.8581
-167.5473238685,57.6421579816,-67.7719
-167.5473043852,57.6421589247,-67.6654
-167.5472862982,57.642159796,-67.6224
-167.5472591528,57.6421722787,-67.0735
-167.5472422084,57.6421731166,-67.1856
-167.5472279253,57.6421736113,-67.1328
-167.5472141992,57.6421742009,-67.2862
-167.5472008353,57.6421747757,-67.4516
-167.5471871939,57.6421753635,-67.5659
-167.5471740611,57.642175931,-67.7247
-167.547160844,57.6421765039,-67.8671
-167.5471477578,57.6421770715,-68.0073
-167.5471350105,57.6421776277,-68.14
-167.5471223311,57.6421781806,-68.2885
-167.5471100711,57.6421787194,-68.4737
-167.5470984558,57.6421792311,-68.6838
-167.5470873396,57.6421797236,-68.9251
-167.5470770096,57.6421801856,-69.1999
-167.5470666983,57.6421806479,-69.4941
-167.5470470065,57.6421814915,-69.013
-167.5470275812,57.6421823256,-68.5227
-167.5470086258,57.6421831368,-68.0257
-167.5469964087,57.6421836789,-68.0961
-167.5469842144,57.6421842196,-68.1572
-167.5469703821,57.6421848284,-68.0599
-167.5469545789,57.6421855136,-67.7647
-167.5469348416,57.6421863521,-67.055
-167.5469256453,57.6421867765,-67.3313
-167.5469166922,57.6421871926,-67.6288
-167.54690702,57.6421876378,-67.8539
-167.5468966738,57.6421881087,-67.9829
-167.5468849602,57.6421886381,-67.9996
-167.5468736179,57.6421891502,-68.0327
-167.5468627332,57.6421896453,-68.1035
-167.5468527594,57.642190108,-68.2638
-167.546843437,57.6421905439,-68.465
-167.5468339829,57.6421909877,-68.6737
-167.5468240442,57.6421914506,-68.8232
-167.5468139671,57.6421919196,-68.9507
-167.5468038924,57.6421923888,-69.0448
-167.5467937379,57.6421928623,-69.1494
-167.5467838064,57.6421933284,-69.2748
-167.5467741805,57.6421937842,-69.4332
-167.5467632773,57.642194287,-69.42
-167.5468378766,57.6421915982,-80.7357
-167.5466940558,57.642197439,-68.448
-167.5466822369,57.6421979722,-68.1824
-167.5466723354,57.6421984398,-68.1959
-167.5466631059,57.642198886,-68.3083
-167.5466542544,57.6421993179,-68.4455
-167.5466445747,57.64219978,-68.4727
-167.546634542,57.6422002535,-68.4289
-167.546624819,57.6422007209,-68.4268
-167.5466153171,57.6422011786,-68.4564
-167.546606179,57.6422016223,-68.5095
-167.5465968535,57.6422020758,-68.5574
-167.5465864591,57.6422025614,-68.3806
-167.5465768712,57.6422030224,-68.3519
-167.5465686188,57.6422034437,-68.5577
-167.546559887,57.6422038835,-68.7031
-167.5465510566,57.6422043269,-68.8258
-167.5465418856,57.6422047798,-68.8659
-167.5465324813,57.6422052386,-68.8411
-167.5465236296,57.64220568,-68.8978
-167.5465141319,57.6422061427,-68.8259
-167.546504336,57.6422066091,-68.657
-167.546494767,57.6422070698,-68.5295
-167.5464857786,57.6422075136,-68.5002
-167.5464766588,57.6422079674,-68.4735
-167.5464674199,57.6422084209,-68.3971
-167.5464580752,57.6422088749,-68.2667
-167.5464489771,57.6422093252,-68.2027
-167.5464404061,57.6422097633,-68.2547
-167.5464311347,57.6422102169,-68.0869
-167.5464211537,57.6422106656,-67.5891
-167.5464131637,57.6422111113,-67.9295
-167.546405222,57.6422115524,-68.243
-167.5463969629,57.6422120036,-68.5281
-167.546388499,57.6422124601,-68.7243
-167.546380248,57.6422129246,-69.0758
-167.5463719243,57.6422133933,-69.4399
-167.5463440518,57.642214689,-68.0931
-167.5463353435,57.6422151384,-68.0534
-167.5463272152,57.642215642,-68.7263
-167.5463187108,57.642216098,-68.8475
-167.5463099652,57.64221656,-68.8669
-167.5463012309,57.6422170264,-68.9187
-167.546292492,57.6422174975,-68.9978
-167.5462839085,57.642217957,-69.0373
-167.5462755614,57.6422206365,-68.7879
-167.5462668087,57.6422211231,-68.9177
-167.5462578862,57.6422216827,-69.4683
-167.5462488237,57.6422222401,-69.9614
-167.5462400556,57.642222724,-70.0424
-167.5462312287,57.6422231822,-69.9166
-167.5462224533,57.642223635,-69.7639
-167.5462136988,57.6422240902,-69.6249
-167.5462052401,57.6422245196,-69.4112
-167.546196806,57.6422249342,-69.0839
-167.5461884296,57.6422253463,-68.7645
-167.5461799485,57.6422257825,-68.5609
-167.5461713101,57.6422262461,-68.4748
-167.5461627311,57.642226718,-68.4586
-167.5461538371,57.6422272179,-68.5046
-167.5461447831,57.6422277369,-68.6113
-167.5461356596,57.6422282623,-68.7268
-167.546126685,57.6422287768,-68.8288
-167.5461175662,57.6422292982,-68.9006
-167.5461083705,57.642229827,-68.9846
-167.5460992884,57.6422303426,-69.0111
-167.5460900467,57.6422308721,-69.0756
-167.5460810494,57.6422313866,-69.1103
-167.5460723423,57.6422318642,-68.9872
-167.5460638655,57.6422323209,-68.7977
-167.5460547716,57.6422328391,-68.7885
-167.546045531,57.6422333781,-68.8612
-167.5460357633,57.6422339587,-69.0079
-167.546025866,57.6422345473,-69.1637
-167.5460157347,57.6422351576,-69.3588
-167.5460066596,57.6422356726,-69.2844
-167.545999473,57.6422360288,-68.8226
-167.545992439,57.6422363724,-68.3091
-167.5459852225,57.6422367337,-67.8543
-167.545977388,57.6422371515,-67.5448
-167.5459674309,57.642237751,-67.6667
-167.5459578083,57.6422383242,-67.7418
-167.5459471329,57.6422389814,-67.9674
-167.5459357311,57.6422396919,-68.2976
-167.5459202806,57.6422407262,-69.3172
-167.5459113329,57.6422412409,-69.1907
-167.5459027962,57.64224172,-68.9579
-167.5458937816,57.6422422384,-68.8053
-167.5458853027,57.642242716,-68.5647
-167.5458777232,57.6422431271,-68.1884
-167.5458692377,57.6422436124,-67.9865
-167.5458597245,57.6422441729,-67.9037
-167.5458492819,57.642244807,-67.9515
-167.5458391097,57.6422454203,-67.9484
-167.5458295889,57.6422459873,-67.8853
-167.5458144136,57.6422469731,-68.5347
-167.5458017906,57.6422477662,-68.8097
-167.5457912176,57.6422484077,-68.7992
-167.5457812604,57.6422490039,-68.7004
-167.5457718789,57.6422495612,-68.5509
-167.5457616603,57.6422501765,-68.4693
-167.5457503688,57.6422508721,-68.5092
-167.5457375946,57.6422516735,-68.7065
-167.545725265,57.6422524439,-68.8691
-167.5457130501,57.6422532051,-68.9685
-167.5457018177,57.6422538944,-68.9429
-167.5456914438,57.6422545242,-68.8163
-167.5456804639,57.6422551979,-68.7466
-167.5456691028,57.6422558998,-68.7298
-167.5456580753,57.6422565779,-68.6455
-167.5456473258,57.642257237,-68.5245
-167.5456367767,57.6422578815,-68.3744
-167.5456265433,57.642258508,-68.2128
-167.545615682,57.6422591774,-68.0805
-167.5456053216,57.64225981,-67.8904
-167.5455942407,57.6422604965,-67.7633
-167.545583223,57.6422611793,-67.6222
-167.5455718765,57.642261886,-67.5229
-167.54555853,57.6422627312,-67.5652
-167.5455443532,57.6422636329,-67.669
-167.5455304406,57.6422645159,-67.7259
-167.5455170817,57.6422653601,-67.7202
-167.5455038607,57.6422661989,-67.7155
-167.5454907672,57.642267027,-67.6637
-167.5454789603,57.6422677692,-67.5017
-167.545468077,57.6422684485,-67.2602
-167.5454573627,57.6422691196,-67.022
-167.5454457605,57.6422698511,-66.8214
-167.5454341703,57.6422705822,-66.6251
-167.5454151965,57.6422718118,-66.9284
-167.5453972523,57.6422729725,-67.1361
-167.5453806108,57.6422740463,-67.2535
-167.5453609264,57.6422754304,-67.6159
-167.5453393911,57.6422767203,-67.863
-167.5453167701,57.6422781929,-68.2846
-167.54530737,57.6422709099,-67.6029
-167.5452882903,57.6422720647,-67.7528
-167.545264215,57.6422735151,-68.1883
-167.5452413395,57.6422748958,-68.5187
-167.5452220152,57.6422760686,-68.6082
-167.5452043856,57.6422771423,-68.5987
-167.5451883579,57.6422781238,-68.4571
-167.5451732073,57.6422790553,-68.2512
-167.5451589305,57.6422799367,-67.9839
-167.5451456954,57.6422807574,-67.6704
-167.545132841,57.642281558,-67.3055
-167.5451175815,57.6422825018,-67.0599
-167.5450848713,57.6422844758,-67.7112
-167.5450621846,57.6422858608,-67.8058
-167.5450417365,57.6422871146,-67.7848
-167.5450221352,57.6422883215,-67.6783
-167.5450032059,57.6422894906,-67.5197
-167.5449842626,57.6422906624,-67.3438
-167.5449629905,57.6422919723,-67.2821
-167.5449467581,57.642292988,-66.944
-167.5449310331,57.6422939756,-66.5697
-167.5449106878,57.6422952379,-66.3896
-167.5448844213,57.6422968523,-66.4487
-167.5448566982,57.6422985536,-66.566
-167.5448272353,57.6423003615,-66.7053
-167.5448012433,57.6423019669,-66.6677
-167.5447761548,57.6423035213,-66.5663
-167.5447465331,57.6423053466,-66.6213
-167.544717985,57.6423071096,-66.6259
-167.544687578,57.6423089871,-66.6489
-167.5446574828,57.6423108491,-66.6278
-167.5446286354,57.6423126403,-66.5286
-167.5446003873,57.6423143973,-66.4023
-167.5445720058,57.6423161671,-66.2278
-167.5445436727,57.6423179375,-66.0181
-167.5445124365,57.6423198836,-65.8801
-167.5444807979,57.6423218571,-65.7235
-167.5444489207,57.6423238465,-65.5678
-167.5444149416,57.6423259665,-65.4227
-167.5443815257,57.6423280545,-65.2553
-167.5443464598,57.6423302466,-65.0794
-167.5443089241,57.642332588,-64.9694
-167.5442693683,57.6423350564,-64.8543
-167.544225308,57.6423377984,-64.8297
-167.5441880118,57.6423401414,-64.5632
-167.5441494261,57.6423425661,-64.2942
-167.5441087611,57.642345117,-64.0761
-167.5440649444,57.6423478636,-63.878
-167.544018895,57.6423507496,-63.6893
-167.5439718392,57.642353705,-63.4409
-167.543918196,57.6423570564,-63.3648
-167.5438657507,57.6423603454,-63.1704
-167.5438039584,57.6423642042,-63.1282
-167.5437423341,57.6423680605,-63.0159
-167.5488814585,57.6420938148,-63.5826
-167.5488286983,57.6420966022,-63.9503
-167.5487774099,57.6420993176,-64.263
-167.5487166295,57.642102584,-64.3132
-167.548651209,57.6421061283,-64.1765
-167.5485920669,57.6421093189,-64.1321
-167.5485363213,57.6421123263,-64.084
-167.5484788725,57.6421154365,-63.9576
-167.5484381005,57.6421175852,-64.2363
-167.5484026162,57.6421194318,-64.6233
-167.5483602178,57.642121687,-64.7704
-167.5483177592,57.6421239565,-64.8426
-167.5482786219,57.6421260335,-64.9985
-167.5482424672,57.6421279415,-65.2057
-167.5482125757,57.642129487,-65.5744
-167.5481745671,57.642131514,-65.6494
-167.5481379899,57.6421334666,-65.7051
-167.5480975796,57.6421356466,-65.6186
-167.5480643983,57.6421374057,-65.7368
-167.5480354586,57.6421389249,-65.9338
-167.5480061927,57.6421404653,-66.0982
-167.5479778073,57.6421419542,-66.291
-167.5479504661,57.6421433835,-66.5006
-167.5479226702,57.6421448448,-66.6577
-167.5478929788,57.642146423,-66.7128
-167.5478651825,57.6421478963,-66.7922
-167.547837181,57.642149382,-66.8538
-167.5478130161,57.6421506428,-67.0439
-167.5477862999,57.642152058,-67.1061
-167.5477597464,57.6421534723,-67.1204
-167.5477346828,57.6421547979,-67.1955
-167.5477120691,57.6421559779,-67.3504
-167.5476860998,57.6421573651,-67.3344
-167.5476598452,57.6421587727,-67.2766
-167.5476371606,57.6421599708,-67.3318
-167.5476148375,57.6421611462,-67.4139
-167.5475881194,57.6421625928,-67.2529
-167.5475731034,57.6421633309,-67.6312
-167.5475590664,57.6421640136,-68.0235
-167.5475448349,57.6421647077,-68.4205
-167.5475311418,57.6421653687,-68.8396
-167.5475146563,57.642166202,-69.0981
-167.5474971195,57.6421671027,-69.2875
-167.5474798804,57.642167991,-69.4542
-167.5474580677,57.6421691619,-69.3784
-167.547404291,57.64217231,-67.5
-167.5474100395,57.6421717835,-68.9074
-167.5473863002,57.6421730856,-68.618
-167.5473398016,57.642179205,-67.0401
-167.5473289807,57.6421797035,-67.4607
-167.5473173797,57.6421802488,-67.8292
-167.5473038011,57.642180913,-68.0699
-167.5472870102,57.6421817728,-68.0771
-167.547267957,57.6421827647,-67.9437
-167.5472499385,57.6421836978,-67.8549
-167.5472321314,57.6421846207,-67.7592
-167.5472132559,57.6421856106,-67.5716
-167.5471980922,57.6421863835,-67.5917
-167.5471828588,57.6421871597,-67.6134
-167.5471684635,57.6421878864,-67.6928
-167.5471564628,57.6421884714,-67.9158
-167.5471401306,57.6421893229,-67.7924
-167.5471253236,57.6421900808,-67.7846
-167.54710979,57.6421908843,-67.7059
-167.5470948078,57.6421916552,-67.6509
-167.5470807904,57.6421923712,-67.6549
-167.5470639141,57.6421932658,-67.3941
-167.5470518332,57.6421938677,-67.5292
-167.5470410226,57.6421943929,-67.7508
-167.5470307056,57.6421948891,-68.0074
-167.5470206574,57.6421953724,-68.259
-167.5470108799,57.6421958387,-68.5532
-167.546993251,57.6421967885,-68.148
-167.546977733,57.6421976098,-67.9044
-167.5469640705,57.6421983192,-67.8086
-167.5469511976,57.6421989829,-67.7459
-167.5469405483,57.6421995084,-67.9041
-167.5469305378,57.6421999963,-68.1274
-167.5469188771,57.6422005864,-68.1723
-167.5469097331,57.6422010241,-68.4356
-167.5469003249,57.6422014761,-68.6944
-167.5468910445,57.6422019206,-68.964
-167.5468759352,57.6422027351,-68.6084
-167.5468617212,57.6422034939,-68.3234
-167.5468483573,57.642204204,-68.0834
-167.5468326006,57.6422050641,-67.576
-167.5468228053,57.6422055487,-67.7267
-167.5468135523,57.6422059997,-67.936
-167.5468046076,57.6422064383,-68.1527
-167.5467955423,57.6422068785,-68.3796
-167.5467868274,57.6422072966,-68.6489
-167.5467771911,57.6422077744,-68.7997
-167.5467664949,57.6422083215,-68.806
-167.546756104,57.642208853,-68.8131
-167.5467457459,57.6422093816,-68.8573
-167.5467358003,57.6422098835,-68.9364
-167.5467257536,57.6422103931,-68.9934
-167.5467156404,57.642210908,-69.0321
-167.5467054003,57.6422114378,-69.0105
-167.5466954688,57.6422119431,-69.0574
-167.546686547,57.6422123819,-69.2563
-167.5466769148,57.6422128689,-69.3387
-167.5466637278,57.6422136024,-68.7851
-167.5466516162,57.642214265,-68.4105
-167.546640679,57.6422148481,-68.2122
-167.5466308577,57.6422153549,-68.1952
-167.5466215423,57.6422158282,-68.2613
-167.5466125724,57.642216282,-68.3495
-167.5466034067,57.6422167466,-68.4329
-167.5465939147,57.6422172348,-68.4445
-167.5465842569,57.6422177383,-68.4108
-167.5465748525,57.6422182265,-68.3786
-167.5465662034,57.6422186579,-68.5472
-167.5465613196,57.6422188131,-69.5929
-167.5465516502,57.6422193172,-69.5505
-167.5465444215,57.6422196383,-70.1046
-167.5465341611,57.6422201952,-69.8534
-167.546524707,57.6422206862,-69.8424
-167.5465151614,57.6422211855,-69.7945
-167.5465059531,57.6422216601,-69.8307
-167.5464949069,57.6422222883,-69.2411
-167.5464804819,57.6422229185,-70.5503
-167.5464611549,57.6422239485,-70.2839
-167.5464490187,57.6422246915,-69.0732
-167.546439812,57.6422251775,-68.9991
-167.5464307869,57.6422256492,-68.9851
-167.5464218444,57.6422261147,-68.9976
-167.5464153973,57.6422263486,-70.1573
-167.5464069356,57.6422267607,-70.4969
-167.5463982479,57.6422271899,-70.7549
-167.5463890976,57.642227669,-70.7519
-167.5463797631,57.6422281732,-70.6049
-167.5463703741,57.6422286974,-70.2385
-167.5463609171,57.6422292278,-69.8675
-167.5463502396,57.6422299364,-68.1827
-167.5463426456,57.6422302199,-69.4798
-167.5463352351,57.642230429,-71.4826
-167.5463072064,57.6422321117,-69.2039
-167.5462983867,57.6422325566,-69.3821
-167.5462897297,57.6422329824,-69.7413
-167.5462812721,57.6422354825,-68.8182
-167.5462637232,57.642236411,-68.8137
-167.5462550794,57.6422368848,-68.5586
-167.5462465441,57.6422373402,-68.5051
-167.5462378589,57.6422378054,-68.4265
-167.5462292543,57.6422382706,-68.2752
-167.5462205909,57.6422387347,-68.2129
-167.5462115866,57.6422391919,-68.5883
-167.5462024988,57.6422396641,-68.8125
-167.5461935356,57.6422401374,-68.9001
-167.5461847539,57.642240609,-68.8504
-167.5461756149,57.6422410849,-68.9926
-167.546166758,57.6422415547,-69.0637
-167.5461577441,57.642242035,-69.1042
-167.5461479963,57.6422425345,-69.4649
-167.5461386235,57.6422430284,-69.6147
-167.5461299213,57.6422434999,-69.5396
-167.546121394,57.6422439706,-69.3246
-167.5461129215,57.6422444412,-69.1077
-167.5461042963,57.6422449146,-68.9522
-167.5460955215,57.6422453933,-68.8522
-167.5460865885,57.6422458725,-68.8572
-167.5460772782,57.6422463716,-68.9148
-167.5460684491,57.6422468544,-68.8187
-167.5460599272,57.6422473262,-68.6355
-167.5460515208,57.6422477907,-68.4766
-167.5460429009,57.6422482666,-68.3273
-167.5460340958,57.6422487502,-68.2257
-167.5460251227,57.6422492411,-68.1623
-167.5460153068,57.6422497664,-68.2891
-167.5460051004,57.6422503042,-68.5252
-167.5459939511,57.6422508864,-68.9028
-167.5459833992,57.6422514442,-69.1185
-167.5459740362,57.642251957,-69.0724
-167.5459648937,57.6422524615,-68.9758
-167.5459558556,57.6422529598,-68.893
-167.5459468853,57.6422534584,-68.7557
-167.5459378572,57.6422539564,-68.6209
-167.5459288441,57.6422544581,-68.4865
-167.5459193356,57.6422549794,-68.4686
-167.5458973106,57.6422560322,-70.5057
-167.5458910571,57.6422564249,-69.8421
-167.5458863572,57.6422567475,-68.9705
-167.545877366,57.6422572513,-68.7899
-167.54586799,57.642257772,-68.6996
-167.5458579276,57.6422583261,-68.6739
-167.5458473002,57.6422589062,-68.7203
-167.5458341728,57.6422595953,-69.1166
-167.5458244359,57.6422601329,-69.0321
-167.545814806,57.6422606723,-68.9022
-167.5458049143,57.6422612243,-68.8015
-167.5457946929,57.6422617919,-68.7367
-167.5457850111,57.6422623362,-68.5957
-167.5457746812,57.6422629068,-68.5545
-167.5457642639,57.6422634863,-68.4899
-167.5457532596,57.6422640935,-68.4861
-167.5457415024,57.6422647348,-68.556
-167.5457292046,57.6422653999,-68.6989
-167.5457172259,57.6422660556,-68.7659
-167.5457060043,57.6422666747,-68.7317
-167.5456951932,57.6422672792,-68.6473
-167.545684446,57.6422678818,-68.5475
-167.5456737145,57.6422684801,-68.4705
-167.5456625085,57.6422691061,-68.4002
-167.5456505355,57.6422697675,-68.3941
-167.5456389528,57.6422704135,-68.3399
-167.5456273478,57.6422710595,-68.3012
-167.545615175,57.6422717341,-68.279
-167.5456018417,57.6422724632,-68.3494
-167.545586751,57.6422732779,-68.5648
-167.5455717804,57.6422740878,-68.7571
-167.5455585913,57.6422748154,-68.7911
-167.5455475023,57.6422754448,-68.6043
-167.5455369376,57.642276053,-68.3701
-167.545526251,57.6422766679,-68.1403
-167.5455117555,57.6422774638,-68.2115
-167.545498953,57.6422781797,-68.1555
-167.5454850339,57.6422789513,-68.1509
-167.5454709913,57.6422797304,-68.1414
-167.5454570006,57.6422805073,-68.1116
-167.5454422348,57.6422813232,-68.1515
-167.5454286963,57.6422820812,-68.076
-167.5454162917,57.6422827887,-67.894
-167.5454044076,57.6422834713,-67.6641
-167.5453928041,57.6422841425,-67.4085
-167.5453735687,57.6422851792,-67.6831
-167.5453570618,57.6422860901,-67.7316
-167.5453434497,57.6422868635,-67.5726
-167.5453285951,57.6422876977,-67.4812
-167.5453116241,57.6422886343,-67.5326
-167.5452924542,57.6422896815,-67.6804
-167.5452765365,57.6422905732,-67.6067
-167.5452616747,57.642291415,-67.4534
-167.545242589,57.6422924654,-67.5392
-167.5452263145,57.6422933761,-67.4643
-167.545190934,57.6422958063,-68.4671
-167.5451738331,57.6422967704,-68.3627
-167.5451588922,57.6422976308,-68.1247
-167.5451446201,57.6422984556,-67.8635
-167.545130157,57.6422992945,-67.5744
-167.5451120816,57.6423003154,-67.466
-167.5450824856,57.6423019129,-67.9381
-167.5450623585,57.6423030416,-67.8902
-167.5450436582,57.642304098,-67.7769
-167.545026094,57.642305102,-67.5608
-167.5450090611,57.6423060821,-67.3047
-167.5449924806,57.6423070413,-67.0122
-167.5449758118,57.6423080043,-66.7324
-167.5449559831,57.6423091296,-66.57
-167.5449272037,57.6423107108,-66.7871
-167.5449012732,57.6423121508,-66.8423
-167.5448744889,57.6423136384,-66.9102
-167.5448476443,57.6423151291,-66.9733
-167.54482106,57.6423166122,-66.972
-167.5447957362,57.6423180345,-66.8957
-167.5447715864,57.6423194007,-66.7414
-167.5447445811,57.6423209156,-66.6779
-167.5447165208,57.6423224844,-66.6504
-167.5446881134,57.6423240773,-66.5886
-167.5446602858,57.6423256443,-66.47
-167.5446318505,57.6423272455,-66.3543
-167.5446022558,57.6423289073,-66.2678
-167.544572807,57.6423305689,-66.1226
-167.5445406021,57.6423323799,-66.0062
-167.5445091355,57.6423341529,-65.8693
-167.5444761514,57.6423360082,-65.7513
-167.544444132,57.6423378149,-65.5926
-167.5444126911,57.6423395992,-65.3567
-167.5443805805,57.6423414222,-65.1099
-167.5443421321,57.642343578,-65.0283
-167.5443011575,57.6423458665,-65.0101
-167.5442628487,57.6423480255,-64.8414
-167.5442302844,57.642349891,-64.4634
-167.5441903125,57.6423521466,-64.2652
-167.5441506211,57.6423543932,-64.0165
-167.5441129274,57.6423565371,-63.6993
-167.544064398,57.6423592566,-63.6061
-167.5440153916,57.6423620078,-63.4726
-167.5439716417,57.6423644902,-63.1499
-167.5439069756,57.642368073,-63.3379
-167.543828739,57.6423723821,-63.758
-167.5437531558,57.6423765625,-64.0264
-167.5437337559,57.6423777925,-62.8904
-167.5488733071,57.6421147787,-63.8054
-167.5488106031,57.6421177423,-63.9154
-167.5487388971,57.6421211715,-63.7034
-167.5486713193,57.6421243982,-63.5476
-167.548627727,57.642126423,-63.9337
-167.548588788,57.6421282184,-64.3954
-167.5485401692,57.6421305126,-64.5263
-167.5484893313,57.6421329221,-64.5736
-167.5484472799,57.6421348926,-64.8125
-167.5484036532,57.6421369486,-64.9616
-167.548355144,57.6421392587,-64.9211
-167.5483029642,57.6421417649,-64.6908
-167.548263006,57.6421436516,-64.8039
-167.5482281012,57.6421452857,-65.0321
-167.5481914884,57.6421470115,-65.1697
-167.5481591067,57.6421485256,-65.4062
-167.5481284848,57.6421499565,-65.6421
-167.548095374,57.642151516,-65.789
-167.5480621325,57.6421530864,-65.897
-167.5480222039,57.6421550044,-65.7354
-167.547990165,57.6421565241,-65.7875
-167.5479643721,57.6421577236,-66.0585
-167.5479358807,57.6421590654,-66.2041
-167.5479029016,57.6421606421,-66.1506
-167.5478823567,57.6421615807,-66.5409
-167.547864268,57.6421623972,-66.9856
-167.5478456777,57.6421632395,-67.4194
-167.5477939438,57.6421658009,-66.4881
-167.5477702014,57.6421669168,-66.6528
-167.5477444338,57.6421681429,-66.6853
-167.5477195662,57.6421693228,-66.753
-167.5476944209,57.6421705201,-66.7827
-167.5476683789,57.6421717669,-66.7461
-167.5476635852,57.6421719097,-67.6441
-167.5476408343,57.6421730849,-67.8819
-167.5476177178,57.6421740968,-67.6969
-167.5476006066,57.6421748872,-67.9935
-167.5475741067,57.6421761713,-67.8198
-167.5475503033,57.6421773184,-67.7313
-167.5475298402,57.6421782908,-67.8017
-167.5475086692,57.6421793033,-67.8156
-167.5474881711,57.642180282,-67.8417
-167.547462295,57.6421815453,-67.5672
-167.5474429455,57.6421824711,-67.5861
-167.5474300765,57.6421830561,-67.9617
-167.5474164015,57.6421836838,-68.2835
-167.5474007602,57.6421844174,-68.4849
-167.547381288,57.6421853562,-68.4297
-167.5473643121,57.6421861646,-68.5224
-167.5473461625,57.6421870354,-68.5339
-167.5473279941,57.6421879095,-68.5193
-167.5473103369,57.6421887583,-68.5166
-167.5472915779,57.6422009285,-68.5128
-167.5472629895,57.6422021393,-67.773
-167.5472356085,57.6422032995,-67.0685
-167.5472084077,57.6422044498,-66.3336
-167.5471988685,57.6422048672,-66.7392
-167.547189648,57.6422052724,-67.1423
-167.5471793644,57.6422057259,-67.506
-167.54716893,57.6422061845,-67.8404
-167.5471576665,57.6422066784,-68.1109
-167.5471451637,57.642207225,-68.2628
-167.5471309989,57.6422078404,-68.3034
-167.5471171953,57.6422084429,-68.3575
-167.5471030939,57.6422090583,-68.3753
-167.5470885077,57.6422096931,-68.3404
-167.5470722838,57.6422103963,-68.1374
-167.5470584245,57.6422110039,-68.1345
-167.5470470258,57.6422115111,-68.311
-167.5470347638,57.6422120552,-68.4075
-167.5470216431,57.6422126337,-68.3971
-167.5470072822,57.6422132622,-68.2881
-167.546991433,57.6422139526,-68.0303
-167.5469750379,57.6422146631,-67.7
-167.5469611873,57.6422152723,-67.5771
-167.5469515856,57.6422157116,-67.8094
-167.5469404445,57.6422162158,-67.9247
-167.5469267497,57.6422168214,-67.7746
-167.5469144216,57.6422173709,-67.7405
-167.5469037849,57.6422178537,-67.8382
-167.5468936873,57.6422183194,-68.0075
-167.5468840791,57.6422187658,-68.2219
-167.5468744002,57.6422192159,-68.4249
-167.5468639929,57.642219695,-68.5446
-167.54685278,57.6422202051,-68.542
-167.5468413186,57.6422207252,-68.5255
-167.5468314438,57.6422211862,-68.6794
-167.5468219675,57.6422216332,-68.8747
-167.5468104933,57.6422221549,-68.7993
-167.5467989548,57.6422226795,-68.7288
-167.5467875188,57.6422232046,-68.6689
-167.5467769685,57.6422236934,-68.6956
-167.5467658928,57.6422242031,-68.6432
-167.5467532963,57.6422247631,-68.3449
-167.5467400145,57.6422253499,-67.9573
-167.546727962,57.642225892,-67.7128
-167.5467220273,57.6422262194,-68.3239
-167.5467160177,57.6422265534,-68.9421
-167.5467065326,57.6422270059,-69.0253
-167.5466940467,57.6422275644,-68.6713
-167.546679618,57.6422281866,-67.9811
-167.5466718798,57.6422285842,-68.3298
-167.5466644662,57.6422289702,-68.7066
-167.5466560464,57.6422293901,-68.9569
-167.5466460848,57.6422298668,-68.9378
-167.546636473,57.6422303295,-68.9713
-167.5466267402,57.6422307962,-68.9739
-167.5466164595,57.6422312776,-68.8233
-167.5466062539,57.642231758,-68.7077
-167.5465963901,57.6422322282,-68.644
-167.5465868929,57.6422326898,-68.6417
-167.5465775543,57.6422331414,-68.6227
-167.5465682354,57.6422335969,-68.6397
-167.5465594556,57.6422340391,-68.772
-167.5465509347,57.6422344761,-68.9652
-167.5465420539,57.6422349234,-69.0736
-167.5465329919,57.6422353708,-69.0851
-167.5465236557,57.6422358296,-69.065
-167.546514542,57.6422362839,-69.095
-167.5465057334,57.6422367329,-69.2055
-167.5464977254,57.6422371628,-69.5003
-167.5464921759,57.6422375583,-70.646
-167.5464589715,57.6422390238,-68.6975
-167.5464501571,57.6422394669,-68.6827
-167.5464434556,57.6422399023,-69.593
-167.5464061776,57.6422417212,-68.8335
-167.5463975812,57.6422421785,-68.9791
-167.5463892394,57.6422426433,-69.2969
-167.546380636,57.6422431059,-69.4988
