x,y,z
-167.5468142275,57.642599998,-68.5406
-167.5468054289,57.6426004301,-68.7533
-167.5467967082,57.6426008573,-68.9782
-167.5467878288,57.6426012954,-69.178
-167.546778624,57.642601759,-69.2887
-167.5467666972,57.6426024073,-68.9786
-167.5467548777,57.6426030498,-68.6424
-167.546742446,57.6426037363,-68.1653
-167.5467328894,57.6426042302,-68.1508
-167.5467251443,57.6426045971,-68.5111
-167.5467031639,57.6426057879,-67.9025
-167.5466943612,57.6426062308,-68.0348
-167.5466868021,57.6426065898,-68.3938
-167.546678633,57.6426069876,-68.6731
-167.5466701118,57.6426074079,-68.8806
-167.5466610024,57.6426078758,-68.9492
-167.5466511522,57.6426083965,-68.8292
-167.5466411192,57.6426089369,-68.5936
-167.5466314754,57.6426094511,-68.4824
-167.5466226768,57.6426098982,-68.591
-167.5466141863,57.642610322,-68.7886
-167.5466062017,57.642610706,-69.0937
-167.5465997454,57.6426109639,-69.9605
-167.5465916538,57.6426113446,-70.4169
-167.5465827985,57.6426117917,-70.5752
-167.546573488,57.6426122771,-70.5722
-167.5465642318,57.642612772,-70.4329
-167.5465546154,57.6426132874,-70.2747
-167.5465454527,57.6426137648,-70.2846
-167.5465364473,57.6426142286,-70.3586
-167.5465277053,57.6426146757,-70.4707
-167.5465188486,57.642615125,-70.628
-167.546509845,57.6426155885,-70.7156
-167.5465007504,57.6426160615,-70.7508
-167.5464915676,57.6426165451,-70.7216
-167.5464826001,57.6426170172,-70.6977
-167.5464734816,57.6426174992,-70.6805
-167.5464644928,57.6426179593,-70.789
-167.5464464988,57.6426188822,-71.045
-167.5464370975,57.6426194457,-70.2707
-167.5464279067,57.6426199702,-69.8428
-167.5464188393,57.6426204791,-69.4658
-167.5464097037,57.642620987,-69.1789
-167.5464010248,57.6426214671,-68.9038
-167.5463923781,57.6426237888,-69.1223
-167.5463835509,57.6426242554,-69.1214
-167.5463747287,57.6426247232,-69.1018
-167.5463659168,57.6426251917,-69.066
-167.5463573138,57.6426256516,-68.993
-167.5463485552,57.6426261209,-68.9069
-167.5463398972,57.6426265902,-68.7284
-167.5463312545,57.6426270578,-68.575
-167.5463224948,57.6426275171,-68.7011
-167.546313568,57.642627988,-68.7831
-167.5463045306,57.6426284624,-68.9168
-167.5462956792,57.6426289262,-69.0186
-167.5462868421,57.6426294001,-68.9804
-167.5462782988,57.6426298623,-68.8797
-167.5462696518,57.6426303322,-68.7457
-167.5462609413,57.6426308114,-68.5644
-167.5462511758,57.6426313065,-69.0161
-167.5462410285,57.6426318151,-69.5528
-167.5462332198,57.642632267,-69.064
-167.5462247662,57.6426327337,-68.8449
-167.5462161611,57.6426332052,-68.6915
-167.5462074481,57.6426336805,-68.5796
-167.5461986355,57.6426341563,-68.5591
-167.5461895219,57.6426346471,-68.5668
-167.5461803919,57.6426351354,-68.5615
-167.5461716163,57.6426356154,-68.4562
-167.5461630192,57.6426360861,-68.3522
-167.5461541293,57.6426365716,-68.2742
-167.5461449752,57.642637068,-68.2583
-167.5461354688,57.6426375792,-68.3188
-167.5461256137,57.6426381035,-68.4432
-167.5461154889,57.6426386393,-68.6566
-167.5461038264,57.6426392394,-69.1353
-167.5460947618,57.6426397381,-69.032
-167.546086607,57.6426402001,-68.7402
-167.5460777417,57.6426406915,-68.5963
-167.5460687243,57.6426411873,-68.5179
-167.546059575,57.6426416918,-68.4223
-167.5460505738,57.6426421907,-68.2953
-167.5460383659,57.6426428251,-68.7275
-167.5460209748,57.6426436737,-70.061
-167.5460053777,57.6426444536,-70.9671
-167.5460033529,57.6426446662,-69.6207
-167.5459997422,57.6426449396,-68.5795
-167.5459884833,57.6426455405,-68.7572
-167.545978543,57.6426460846,-68.7509
-167.5459689813,57.6426466153,-68.6481
-167.5459596625,57.642647136,-68.5047
-167.5459505527,57.6426476481,-68.3279
-167.5459414594,57.6426481579,-68.1754
-167.5459318928,57.6426486899,-68.0518
-167.5459217978,57.6426492483,-67.9948
-167.5459119181,57.6426497979,-67.9017
-167.5459024574,57.6426503294,-67.7489
-167.5458876588,57.6426511001,-68.2743
-167.5458729988,57.6426518651,-68.7187
-167.5458574196,57.6426526767,-69.2464
-167.5458453446,57.6426533327,-69.3379
-167.5458375501,57.6426537928,-68.9552
-167.5458292562,57.6426542779,-68.6057
-167.545819995,57.6426548078,-68.3636
-167.545810139,57.6426553657,-68.1826
-167.5457962854,57.6426561077,-68.4135
-167.5457837589,57.6426567862,-68.5097
-167.545768465,57.6426575981,-68.8471
-167.5457543391,57.6426583576,-69.0438
-167.5457427624,57.6426590017,-68.9752
-167.5457345159,57.6426594894,-68.6032
-167.5457251582,57.6426600315,-68.3124
-167.5457130986,57.6426606982,-68.2635
-167.5456997991,57.6426614272,-68.3192
-167.545686571,57.6426621521,-68.36
-167.5456740957,57.6426628416,-68.3352
-167.5456616488,57.6426635345,-68.2748
-167.5456514911,57.6426641203,-68.0106
-167.5456412922,57.6426647076,-67.7433
-167.5456253159,57.6426655692,-67.9379
-167.5456091718,57.6426664397,-68.1495
-167.5455906778,57.642667426,-68.5015
-167.545576435,57.6426682109,-68.5071
-167.5455658571,57.6426688242,-68.2151
-167.5455543685,57.6426694798,-68.0079
-167.5455410982,57.6426702218,-67.8975
-167.5455263987,57.6426710351,-67.8801
-167.5455108073,57.642671894,-67.9125
-167.5454957115,57.6426727296,-67.8918
-167.5454812744,57.6426735328,-67.8327
-167.5454683217,57.6426742654,-67.6495
-167.5454568448,57.6426749315,-67.3492
-167.5454396619,57.6426758745,-67.411
-167.5454217055,57.6426768547,-67.5248
-167.545404953,57.6426777806,-67.5211
-167.5453878667,57.6426787237,-67.5187
-167.5453720145,57.6426796095,-67.4253
-167.5453585124,57.6426803831,-67.1783
-167.5453471196,57.6426810508,-66.8226
-167.545305403,57.6426836372,-68.1941
-167.5452870538,57.6426846574,-68.1649
-167.545281297,57.6426850578,-67.4158
-167.5452472293,57.6426868549,-68.241
-167.5452252249,57.6426880627,-68.3507
-167.545202265,57.6426893189,-68.4833
-167.5451821784,57.6426904366,-68.4433
-167.5451633764,57.6426914922,-68.3219
-167.5451423632,57.6426926567,-68.3082
-167.5451399177,57.6426929034,-67.3377
-167.5451212285,57.6426939586,-67.1626
-167.5450812641,57.6426960791,-67.9924
-167.54506383,57.6426970747,-67.7286
-167.5450467292,57.6426980588,-67.4134
-167.5450303828,57.6426990069,-67.0496
-167.5450143813,57.64269994,-66.6589
-167.5449954723,57.6427010206,-66.3819
-167.5449628815,57.6427027881,-66.7052
-167.5449359216,57.6427042796,-66.7224
-167.5449098011,57.6427057329,-66.6791
-167.5448839227,57.6427071761,-66.6011
-167.5448534773,57.6427088539,-66.6745
-167.5448255863,57.6427104035,-66.6396
-167.544801462,57.6427117676,-66.4044
-167.5447742594,57.6427132921,-66.266
-167.5447489295,57.6427147237,-66.027
-167.5447188604,57.6427163971,-65.9664
-167.5446858211,57.6427182289,-65.9521
-167.5446538303,57.6427200109,-65.864
-167.5446236619,57.6427217038,-65.6871
-167.5445916171,57.6427234973,-65.5348
-167.54455765,57.6427253906,-65.4407
-167.5445227679,57.6427273375,-65.3145
-167.5444849476,57.6427294407,-65.2476
-167.5444467918,57.6427315655,-65.1491
-167.5444073831,57.6427337565,-65.0757
-167.5443682333,57.6427359422,-64.9286
-167.5443317782,57.6427379939,-64.6654
-167.5442903082,57.6427403088,-64.5123
-167.5442438593,57.6427428876,-64.4533
-167.5441913666,57.6427457854,-64.514
-167.5441352832,57.642748878,-64.6031
-167.5440888039,57.642751479,-64.3764
-167.544044486,57.6427539739,-64.0449
-167.5439971706,57.642756627,-63.7708
-167.543942548,57.6427596716,-63.5962
-167.5438877068,57.6427627345,-63.3689
-167.5438438038,57.6427652327,-62.8213
-167.5489550494,57.642505191,-63.0292
-167.5488978652,57.6425078751,-63.2549
-167.5488400257,57.642510603,-63.3698
-167.5487880156,57.6425130426,-63.5977
-167.5487347,57.6425155546,-63.7329
-167.548680105,57.6425181378,-63.7767
-167.548637305,57.6425201373,-64.0477
-167.5485882672,57.6425224528,-64.1388
-167.5485428143,57.6425245933,-64.2747
-167.5485000615,57.6425266036,-64.4376
-167.5484588615,57.6425285404,-64.6036
-167.548421706,57.6425302804,-64.8154
-167.548386996,57.6425318986,-65.0928
-167.5483492257,57.6425336788,-65.211
-167.5483162849,57.6425352152,-65.4745
-167.5482773229,57.6425370612,-65.5126
-167.5482409868,57.6425387812,-65.5705
-167.5482013366,57.6425406707,-65.5095
-167.5481705975,57.6425421119,-65.7008
-167.5481399292,57.6425435529,-65.8603
-167.5481073138,57.6425450994,-65.8982
-167.5480766087,57.6425465495,-65.9921
-167.5480464633,57.6425479749,-66.0756
-167.5480184243,57.6425492951,-66.2117
-167.5479897317,57.6425506527,-66.2918
-167.5479620232,57.6425519647,-66.3562
-167.5479345459,57.6425532663,-66.4259
-167.5479062093,57.6425546145,-66.431
-167.5478640792,57.6425566752,-65.841
-167.5478426918,57.6425576744,-66.0439
-167.5478248097,57.6425584941,-66.4012
-167.5478090209,57.6425592073,-66.8345
-167.5477915974,57.6425600066,-67.183
-167.5477746672,57.6425607817,-67.5386
-167.5477583575,57.6425615289,-67.8916
-167.5477401884,57.642562373,-68.1633
-167.5477202967,57.6425633077,-68.3359
-167.5476946024,57.6425645467,-68.2084
-167.5476699983,57.6425657326,-68.0879
-167.5476468425,57.6425668435,-68.0299
-167.5476252626,57.6425678764,-68.0285
-167.5476083218,57.642568668,-68.244
-167.5475921572,57.6425694219,-68.4863
-167.5475769541,57.6425701291,-68.7444
-167.5475606094,57.6425708964,-68.9507
-167.5475411519,57.642571827,-68.9687
-167.5475237365,57.6425726529,-69.082
-167.5475071182,57.6425734407,-69.2023
-167.5474891598,57.6425742994,-69.2516
-167.5474715204,57.6425751419,-69.3069
-167.5474497816,57.6425762011,-69.0901
-167.547428832,57.6425772209,-68.8952
-167.5473840013,57.6425901542,-67.2749
-167.5473740112,57.6425905899,-67.698
-167.5473643974,57.6425910115,-68.1423
-167.5473546027,57.642591442,-68.5725
-167.547343001,57.6425919488,-68.8791
-167.5473263819,57.6425926649,-68.8159
-167.5473029704,57.6425936632,-68.2867
-167.5472697269,57.6425950665,-67.0376
-167.5472591921,57.6425955325,-67.3477
-167.5472451303,57.6425961442,-67.3744
-167.5472241119,57.6425970429,-66.8937
-167.5472126799,57.642597548,-67.103
-167.5472012663,57.6425980535,-67.306
-167.5471903907,57.6425985399,-67.5514
-167.547179878,57.6425990101,-67.7891
-167.5471684058,57.6425995211,-67.9659
-167.5471565908,57.642600048,-68.1067
-167.5471442489,57.6426005957,-68.1938
-167.5471325619,57.6426011192,-68.3033
-167.5471211409,57.6426016316,-68.4489
-167.5471096117,57.6426021492,-68.5764
-167.5470969519,57.6426027136,-68.5934
-167.5470842969,57.6426032771,-68.5978
-167.5470723934,57.6426038114,-68.6353
-167.5470606493,57.64260434,-68.7004
-167.5470486884,57.6426048791,-68.7341
-167.5470354635,57.642605469,-68.6314
-167.5470232024,57.6426060175,-68.584
-167.5470132857,57.6426064776,-68.7874
-167.5470037194,57.6426069252,-69.0227
-167.5469897877,57.6426075419,-68.7901
-167.5469763682,57.6426081386,-68.5915
-167.5469645873,57.6426086713,-68.5283
-167.5469539161,57.6426091629,-68.6023
-167.5469430115,57.6426096638,-68.6404
-167.546932527,57.6426101496,-68.7177
-167.546921905,57.642610642,-68.7427
-167.5469110316,57.6426111431,-68.7542
-167.5468980685,57.6426117216,-68.4925
-167.5468889957,57.6426121581,-68.7063
-167.5468799518,57.6426125947,-68.9219
-167.546870578,57.6426130418,-69.0627
-167.5468582848,57.6426135975,-68.8423
-167.5468429449,57.6426142561,-68.1597
-167.5468316291,57.6426147753,-68.0103
-167.5468231606,57.6426151947,-68.2614
-167.5468143037,57.6426156256,-68.4245
-167.5468049898,57.6426160756,-68.5464
-167.5467950563,57.6426165467,-68.5659
-167.5467845469,57.6426170383,-68.4819
-167.5467745488,57.6426175086,-68.4349
-167.5467671002,57.6426179023,-68.8443
-167.5467605688,57.6426182681,-69.427
-167.5467478032,57.6426188308,-68.9073
-167.5467378054,57.642619306,-68.861
-167.5467286597,57.6426197526,-68.9264
-167.5467197467,57.6426201969,-69.0699
-167.54671062,57.64262065,-69.1679
-167.5467007833,57.6426211217,-69.1144
-167.5466907417,57.6426215942,-68.9613
-167.5466803144,57.6426220817,-68.7442
-167.546670498,57.6426225509,-68.6437
-167.5466611679,57.6426230079,-68.642
-167.5466521266,57.6426234585,-68.7015
-167.5466499678,57.6426237486,-70.4725
-167.5466361994,57.6426243116,-69.3273
-167.546625155,57.6426248153,-68.8879
-167.5466153619,57.6426252821,-68.7085
-167.5466064838,57.6426257259,-68.7232
-167.5465978116,57.6426261734,-68.8526
-167.5465891507,57.6426266222,-68.9882
-167.5465801493,57.6426270766,-69.0095
-167.5465736274,57.6426274953,-69.8576
-167.5465623942,57.6426279767,-69.053
-167.5465541739,57.6426284284,-69.3671
-167.546546226,57.6426288705,-69.7476
-167.5465377994,57.6426293315,-70.0327
-167.5465288011,57.6426297846,-69.9769
-167.5465198421,57.6426302481,-70.0207
-167.5465120737,57.6426307256,-70.7403
-167.5465034837,57.6426312036,-71.0638
-167.5464930976,57.6426316471,-70.2222
-167.5464835046,57.6426320984,-69.79
-167.5464744145,57.6426325557,-69.6656
-167.5464653957,57.6426330133,-69.565
-167.5464563385,57.6426334653,-69.3728
-167.5464473762,57.6426339178,-69.233
-167.5464386534,57.6426343612,-69.114
-167.5464298649,57.6426348266,-69.1421
-167.5464211051,57.6426353015,-69.2552
-167.5464124675,57.6426358478,-70.0498
-167.5464036709,57.6426362483,-69.4799
-167.546395354,57.6426389279,-70.5034
-167.5463863998,57.6426393841,-70.3568
-167.5463773533,57.6426398292,-70.0618
-167.5463685335,57.6426402692,-69.8345
-167.5463598812,57.6426407196,-69.7303
-167.5463510116,57.6426411948,-69.7076
-167.5463420851,57.642641684,-69.75
-167.5463331437,57.6426421747,-69.7874
-167.5463243125,57.6426426673,-69.8704
-167.5463154787,57.6426431531,-69.9243
-167.5463065571,57.6426436374,-69.8973
-167.5462976201,57.6426441248,-69.8764
-167.5462885673,57.6426446289,-69.9183
-167.5462796592,57.6426451272,-69.9665
-167.5462708191,57.6426456029,-69.8723
-167.5462623877,57.6426460306,-69.5895
-167.5462534307,57.6426465254,-69.5651
-167.5462447814,57.6426469964,-69.4835
-167.5462357078,57.6426475057,-69.4964
-167.5462266568,57.6426480125,-69.4906
-167.5462174118,57.6426485399,-69.545
-167.5462080444,57.6426490791,-69.6261
-167.5461988338,57.6426496076,-69.6966
-167.5461895479,57.642650137,-69.7213
-167.5461804516,57.642650648,-69.6791
-167.5461713332,57.6426511616,-69.6372
-167.5461622941,57.6426516753,-69.6194
-167.5461527124,57.6426522324,-69.6855
-167.5461431414,57.6426527858,-69.7313
-167.5461341574,57.6426532887,-69.6258
-167.5461259023,57.6426537286,-69.3478
-167.5461180688,57.6426541419,-69.0303
-167.5461116432,57.642654429,-68.3712
-167.5461029973,57.6426549112,-68.2142
-167.5460931781,57.6426554942,-68.298
-167.546082493,57.6426561467,-68.5365
-167.5460715096,57.6426568286,-68.8496
-167.5460594263,57.6426575911,-69.3019
-167.5460498772,57.642658147,-69.2599
-167.5460414562,57.6426586128,-69.0102
-167.5460349171,57.6426589345,-68.4739
-167.546028027,57.6426592852,-67.9835
-167.5460152953,57.6426600954,-68.4599
-167.5459900509,57.6426618662,-70.9025
-167.5459886692,57.6426617929,-69.4902
-167.5459855478,57.6426618623,-68.443
-167.5459626992,57.6426634328,-70.3326
-167.5459552675,57.6426638291,-69.8855
-167.5459469613,57.6426642937,-69.5719
-167.5459385888,57.6426647681,-69.3006
-167.545929731,57.6426652772,-69.0673
-167.5459203294,57.642665828,-68.9053
-167.5459107373,57.6426663939,-68.7641
-167.5459010145,57.6426669702,-68.6346
-167.5458911632,57.6426675562,-68.5384
-167.5458808829,57.6426681748,-68.4648
-167.545869625,57.6426688647,-68.499
-167.5458578523,57.6426695902,-68.5783
-167.5458455658,57.6426703548,-68.7277
-167.5458342934,57.6426710454,-68.723
-167.5458232491,57.6426717199,-68.6819
-167.5458129694,57.642672339,-68.5467
-167.5458025756,57.6426729684,-68.4188
-167.5457923295,57.6426735902,-68.2933
-167.5457817784,57.6426742322,-68.1674
-167.5457715205,57.6426748515,-68.0011
-167.5457615115,57.6426754572,-67.8082
-167.5457516409,57.642676056,-67.6205
-167.5457416486,57.6426766624,-67.4157
-167.5457321695,57.6426772327,-67.1566
-167.5457220548,57.6426778497,-66.9536
-167.5457114352,57.6426785027,-66.79
-167.5456958793,57.6426794974,-67.0716
-167.5456748311,57.6426808645,-67.7758
-167.5456584263,57.642681913,-68.0538
-167.5456417714,57.6426829782,-68.3372
-167.5456252355,57.642684034,-68.5793
-167.5456103307,57.6426849788,-68.6894
-167.545597789,57.6426857631,-68.5756
-167.5455879317,57.6426863675,-68.2458
-167.5455782951,57.6426869583,-67.896
-167.5455644885,57.6426878322,-67.8746
-167.5455495149,57.642688785,-67.9049
-167.5455359529,57.6426896425,-67.8227
-167.5455217475,57.6426905427,-67.765
-167.5455059279,57.6426915528,-67.8077
-167.5454899491,57.6426925748,-67.8659
-167.545464426,57.6426942319,-68.5244
-167.5454537101,57.6426949029,-68.169
-167.545437398,57.6426959476,-68.184
-167.5454293863,57.6426888536,-67.4095
-167.54540794,57.6426901429,-67.7203
-167.5453906525,57.6426911889,-67.7358
-167.5453747158,57.6426921555,-67.6492
-167.545327717,57.6426949516,-69.405
-167.5453108504,57.6426959755,-69.3356
-167.5452962669,57.6426968672,-69.096
-167.5452817347,57.6426977579,-68.8435
-167.5452673971,57.6426986379,-68.5672
-167.5452525235,57.6426995493,-68.3299
-167.5452366949,57.64270052,-68.1121
-167.5452198011,57.6427015556,-67.9389
-167.5451918192,57.6427032445,-68.3267
-167.5451679579,57.6427046917,-68.4668
-167.5451483738,57.6427058888,-68.3944
-167.5451292985,57.6427070588,-68.2502
-167.545111138,57.6427081761,-68.0419
-167.5450929128,57.6427092995,-67.8218
-167.5450763468,57.6427103259,-67.5295
-167.5450594554,57.6427113737,-67.2149
-167.5450407529,57.6427125304,-66.9736
-167.5450235604,57.6427136002,-66.6435
-167.5450068319,57.6427146444,-66.2787
-167.5449905497,57.6427156624,-65.9022
-167.5449729561,57.6427167618,-65.5499
-167.5449550732,57.6427178799,-65.1924
-167.544891457,57.6427216996,-66.6891
-167.5448631334,57.6427234391,-66.686
-167.5448372449,57.6427250365,-66.5834
-167.5448123577,57.642726578,-66.3895
-167.5447885816,57.642728057,-66.1316
-167.5447615915,57.6427297282,-65.9732
-167.5447341956,57.6427314243,-65.8237
-167.5447077506,57.6427330687,-65.5928
-167.5446795164,57.6427348214,-65.4011
-167.5446483295,57.6427367527,-65.2814
-167.5446137308,57.6427388893,-65.2443
-167.5445795218,57.6427410038,-65.1869
-167.544548014,57.6427429664,-64.947
-167.5445144787,57.6427450507,-64.767
-167.5444791061,57.6427472482,-64.6084
-167.5444448091,57.6427493833,-64.4035
-167.5444006711,57.6427521098,-64.4339
-167.5443644562,57.6427543692,-64.1866
-167.5443236132,57.6427569087,-64.0326
-167.5442782789,57.6427597199,-63.9648
-167.5442307622,57.6427626642,-63.9364
-167.544180082,57.6427658043,-63.9192
-167.5441284998,57.6427690045,-63.8651
-167.5440752825,57.6427723086,-63.7936
-167.5440230571,57.6427755569,-63.6696
-167.5439667306,57.6427790592,-63.5623
-167.5439004291,57.6427831657,-63.6307
-167.5438408247,57.6427868783,-63.4708
-167.5489948689,57.6425125935,-63.3688
-167.5489450759,57.6425152125,-63.8038
-167.548883807,57.6425185042,-63.8692
-167.5488303788,57.6425213481,-64.0961
-167.5487729808,57.642524429,-64.162
-167.5487274024,57.6425268351,-64.4754
-167.5486785207,57.6425294436,-64.6207
-167.5486149849,57.6425329082,-64.3151
-167.5485638289,57.6425356584,-64.3203
-167.5485216773,57.6425378926,-64.5276
-167.548473422,57.6425404884,-64.5104
-167.5484355615,57.6425424906,-64.7161
-167.5483957635,57.6425446071,-64.8504
-167.5483560841,57.6425467224,-64.9458
-167.5483187844,57.6425487041,-65.0745
-167.5482866088,57.6425503906,-65.33
-167.5482530578,57.6425521663,-65.4809
-167.548220652,57.6425538753,-65.6617
-167.5481898105,57.6425554968,-65.8626
-167.5481568631,57.6425572468,-65.9579
-167.548118839,57.6425593054,-65.8117
-167.5480868531,57.6425610084,-65.869
-167.5480539285,57.6425627715,-65.8575
-167.5480260832,57.6425642379,-66.0029
-167.5479954905,57.6425658715,-66.0136
-167.5479656014,57.6425674713,-65.9954
-167.5479401815,57.6425688051,-66.1481
-167.5479129036,57.6425702534,-66.1993
-167.5478873223,57.642571604,-66.2921
-167.547863614,57.6425728496,-66.4144
-167.5478398433,57.6425740984,-66.5335
-167.547817302,57.6425752767,-66.6823
-167.5477930904,57.6425765585,-66.7342
-167.5477834198,57.6425769667,-67.4201
-167.5477612608,57.6425781335,-67.5047
-167.5477438124,57.6425790145,-67.8108
-167.5477297029,57.6425796951,-68.2615
-167.5477140739,57.6425804693,-68.6289
-167.5476963374,57.642581377,-68.8573
-167.5476430619,57.6425844493,-67.3063
-167.5476233504,57.6425854822,-67.3944
-167.5476041225,57.6425864883,-67.4877
-167.5475852555,57.6425874748,-67.581
-167.5475668192,57.6425884409,-67.6565
-167.5475531293,57.6425891143,-67.9957
-167.5475343579,57.6425901019,-68.0424
-167.5475172272,57.6425909909,-68.1627
-167.5475014066,57.6425918045,-68.3198
-167.5474515396,57.6425976946,-66.5314
-167.5474394824,57.6425982702,-66.8716
-167.5474271507,57.642598863,-67.1878
-167.5474137318,57.6425995215,-67.4291
-167.5474022593,57.6426000684,-67.7603
-167.5473908998,57.6426006068,-68.1141
-167.5473795846,57.6426011435,-68.4648
-167.5473685273,57.6426016656,-68.8267
-167.5473560657,57.6426022727,-69.0892
-167.5473328514,57.6426035289,-68.5886
-167.5473128702,57.6426045913,-68.3006
-167.5472926124,57.642605673,-67.9662
-167.5472746705,57.6426066181,-67.7699
-167.5472581514,57.6426074825,-67.6323
-167.5472375124,57.6426085949,-67.1911
-167.5472286156,57.6426090006,-67.6055
-167.5472178229,57.6426095216,-67.8733
-167.5472043328,57.6426102073,-67.9246
-167.5471893796,57.6426109863,-67.8236
-167.5471722455,57.6426118973,-67.5509
-167.5471571372,57.6426126871,-67.4207
-167.5471401407,57.6426135941,-67.113
-167.5471285663,57.6426141746,-67.2203
-167.5471182035,57.6426146792,-67.4462
-167.547107618,57.6426151984,-67.6468
-167.5470966348,57.6426157431,-67.8052
-167.5470855895,57.6426162926,-67.9502
-167.5470741987,57.6426168673,-68.0311
-167.5470627664,57.6426174431,-68.1221
-167.5470514157,57.642618015,-68.2113
-167.5470397357,57.6426186087,-68.2582
-167.5470284282,57.6426191832,-68.3069
-167.5470179681,57.642619703,-68.457
-167.5470061518,57.6426203091,-68.4582
-167.5469943446,57.6426209161,-68.4479
-167.5469829267,57.6426214999,-68.467
-167.5469719094,57.6426220625,-68.4931
-167.5469610514,57.6426226134,-68.5528
-167.5469501122,57.6426231707,-68.5933
-167.5469403989,57.6426236506,-68.7682
-167.5469308842,57.6426241215,-68.935
-167.546920281,57.6426246603,-68.9913
-167.5469074927,57.6426253418,-68.7635
-167.5468956454,57.6426259643,-68.6347
-167.5468841364,57.6426265665,-68.5331
-167.546872202,57.6426272042,-68.3003
-167.5468607447,57.6426278065,-68.1708
-167.5468475479,57.6426285247,-67.7795
-167.5468375046,57.6426290378,-67.8122
-167.5468314053,57.6426292908,-68.4164
-167.54682741,57.6426294042,-69.3249
-167.546834452,57.6426287571,-72.0379
-167.5468185045,57.6426294888,-72.9019
-167.5467818817,57.6426318331,-68.5041
-167.5467710106,57.6426324099,-68.3392
-167.5467612957,57.6426329091,-68.3582
-167.5467524873,57.6426333469,-68.5317
-167.5467445485,57.6426337244,-68.8667
-167.5467366144,57.6426341046,-69.1735
-167.5467275595,57.6426345598,-69.3065
-167.546718237,57.6426350347,-69.3827
-167.5467083218,57.642635553,-69.3289
-167.5466844061,57.6426368947,-68.2292
-167.5466765723,57.6426372679,-68.5801
-167.5466681408,57.6426376842,-68.8023
-167.5466592235,57.6426381366,-68.9098
-167.5466499759,57.642638619,-68.881
-167.5466400856,57.6426391473,-68.7185
-167.5466298578,57.6426397034,-68.444
-167.5466200411,57.6426402309,-68.2498
-167.5466109499,57.6426407079,-68.1988
-167.546602132,57.6426411599,-68.2726
-167.5465934436,57.6426416019,-68.3865
-167.5465848167,57.6426420395,-68.5164
-167.5465760757,57.6426424861,-68.6153
-167.5465674012,57.6426429334,-68.6698
-167.5465583479,57.6426434075,-68.6487
-167.5465491631,57.6426438957,-68.549
-167.5465423313,57.6426441667,-69.5101
-167.5465346777,57.6426445136,-70.095
-167.5465265912,57.6426448877,-70.6251
-167.5465175178,57.6426453581,-70.6731
-167.5464889083,57.6426469517,-69.6378
-167.5464797841,57.6426474429,-69.4978
-167.5464706148,57.6426479448,-69.2654
-167.5464616171,57.6426484264,-69.1632
-167.5464527316,57.6426488958,-69.1346
-167.5464440653,57.6426493507,-69.1442
-167.546435224,57.6426498145,-69.1594
-167.5464263688,57.6426502831,-69.1323
-167.5464175246,57.6426507513,-69.1058
-167.5464088683,57.6426512121,-69.0549
-167.5464002765,57.6426535313,-69.327
-167.5463913782,57.64265399,-69.5175
-167.5463824921,57.6426544601,-69.517
-167.5463740227,57.6426549378,-69.0277
-167.5463655407,57.6426554028,-68.7657
-167.5463567674,57.6426558697,-68.7379
-167.5463479729,57.6426563368,-68.7345
-167.5463390892,57.6426568044,-68.8098
-167.5463304034,57.6426572643,-68.8443
-167.546321294,57.6426577451,-68.911
-167.5463123366,57.6426582184,-68.9759
-167.5463032179,57.6426586957,-69.1217
-167.546294399,57.6426591699,-69.0635
-167.5462859247,57.6426596313,-68.9191
-167.5462774127,57.6426600988,-68.7148
-167.5462687951,57.6426605682,-68.5774
-167.5462601018,57.6426610397,-68.4809
-167.546251443,57.6426615059,-68.4473
-167.5462415733,57.6426620131,-68.8063
-167.5462298107,57.6426625802,-69.8118
-167.5462198255,57.642663098,-70.0897
-167.5462109167,57.6426635842,-69.9755
-167.5462021506,57.6426640621,-69.8771
-167.5461935699,57.642664538,-69.6649
-167.546185391,57.6426649998,-69.3447
-167.5461770061,57.6426654682,-69.0984
-167.546168623,57.6426659328,-68.9121
-167.5461600284,57.6426664086,-68.7363
-167.5461511733,57.6426668944,-68.6286
-167.5461400279,57.6426674677,-69.0673
-167.5461311686,57.6426679559,-68.9381
-167.5461225478,57.6426684324,-68.7978
-167.5461135542,57.6426689268,-68.696
-167.5461045565,57.642669422,-68.5919
-167.5460956327,57.6426699148,-68.4695
-167.5460860097,57.6426704366,-68.4825
-167.5460725732,57.6426711119,-69.2523
-167.5460617591,57.6426716856,-69.4445
-167.5460538138,57.642672143,-69.0978
-167.5460452844,57.6426726245,-68.8626
-167.5460369625,57.6426730949,-68.6288
-167.5460282236,57.6426735856,-68.4332
-167.5460187034,57.64267411,-68.3643
-167.5460068478,57.6426747349,-68.6584
-167.5459952431,57.6426753508,-68.8889
-167.5459855721,57.6426758828,-68.8381
-167.5459764493,57.6426763944,-68.6681
-167.5459677326,57.6426768889,-68.4371
-167.5459592386,57.6426773741,-68.175
-167.5459504173,57.6426778717,-67.9881
-167.5459390639,57.642678484,-68.1102
-167.5459257753,57.6426791832,-68.47
-167.5459144434,57.6426797975,-68.5522
-167.5459057089,57.6426802975,-68.2938
-167.5458985213,57.6426807264,-67.8721
-167.54588466,57.6426814573,-68.2339
-167.5458708914,57.6426821859,-68.5585
-167.5458591435,57.6426828251,-68.6251
-167.5458493145,57.6426833768,-68.4865
-167.5458393408,57.6426839381,-68.3325
